9,-1,Mokumon,Mokumon,Mokumon,FALSE,Fresh,88,0,None,None,None,90t100,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,10,8,None,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Foam:None,Gurgle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,None,0,None,0,GreaterThan,90,None,0,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,12,8,3,1,1418,24,20,9,16,16,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.8,-1
10,-1,Nyokimon,Nyokimon,Nyokimon,FALSE,Fresh,99,0,None,None,None,50t60,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,10,8,None,None,0,None,0,None,0,None,0,10,None,None,0,None,0,None,0,None,0,100;100,FALSE,Foam:None,Gurgle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,GreaterThan,90,None,0,None,0,None,0,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,12,8,3,1,1419,24,20,9,16,16,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.8,-1
11,-1,Choromon,Choromon,Choromon,FALSE,Fresh,110,0,None,None,None,30t40,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,10,8,None,None,0,None,0,None,0,None,0,11,None,None,0,None,0,None,0,None,0,100;100,FALSE,Foam:None,Gurgle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,GreaterThan,90,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,12,8,3,1,1420,24,20,9,16,16,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.8,-1
12,-1,Koromon,Koromon,Koromon,FALSE,InTraining,33,0,None,None,Fire,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Noon,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bounce:None,Tackle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,GreaterThan,80,None,0,None,0,None,0,None,0,GreaterThan,10,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1455,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
13,-1,Tokomon,Tokomon,Tokomon,FALSE,InTraining,55,0,None,None,Wind,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Morning,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bite:None,Tackle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,GreaterThan,90,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1456,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
14,-1,Pagumon,Pagumon,Pagumon,FALSE,InTraining,44,0,None,None,Dark,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Night,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bounce:None,Tackle:None,Poison Bubbles:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,None,0,None,0,GreaterThan,80,None,0,GreaterThan,10,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,-25,0,25,Dairy,Morning,Virus,16,10,3,1,1457,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,Vaccine,None,TRUE,60,0.9,-1
15,-1,Nyaromon,Nyaromon,Nyaromon,FALSE,InTraining,0,0,None,None,Light,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Noon,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Fox Tail:None,Tackle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,GreaterThan,80,None,0,None,0,None,0,None,0,None,0,None,0,GreaterThan,10,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,25,-25,0,Dairy,Morning,Vaccine,16,10,3,1,1458,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,Data,None,TRUE,60,0.9,-1
16,-1,Tsunomon,Tsunomon,Tsunomon,FALSE,InTraining,11,0,None,None,Earth,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Morning,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bounce:None,Tackle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,0,GreaterThan,90,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1459,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
17,-1,Gigimon,Gigimon,Gigimon,FALSE,InTraining,22,0,None,None,Fire,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Noon,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bubble:None,Tackle:None,Hot Bite:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,GreaterThan,80,None,0,None,0,None,0,None,0,None,0,GreaterThan,10,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1460,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
18,-1,Tanemon,Tanemon,Tanemon,FALSE,InTraining,66,0,None,None,Wood,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Morning,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bounce:None,Tackle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,GreaterThan,80,None,0,None,0,None,0,GreaterThan,10,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1461,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
19,-1,Motimon,Motimon,Motimon,FALSE,InTraining,77,0,None,None,Thunder,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Morning,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bounce:None,Tackle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,GreaterThan,90,None,0,None,0,None,0,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1462,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
20,-1,Bukamon,Bukamon,Bukamon,FALSE,InTraining,88,0,None,None,Water,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Morning,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bounce:None,Tackle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,None,0,GreaterThan,90,None,0,None,0,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1463,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
21,-1,DemiMeramon,DemiMeramon,DemiMeramon,FALSE,InTraining,99,0,None,None,Fire,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Night,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Fireball:None,Small Flame:None,Flame Shot:None,80t100,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,GreaterThan,45,None,0,None,0,GreaterThan,44,None,0,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1464,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
22,-1,Yokomon,Yokomon,Yokomon,FALSE,InTraining,110,0,None,None,Wood,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Noon,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Soap Flower:None,Tackle:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,GreaterThan,44,None,0,None,0,GreaterThan,44,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1465,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
23,-1,Kapurimon,Kapurimon,Kapurimon,FALSE,InTraining,0,1,None,None,Metal,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Morning,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bounce:None,Howling Hertz:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,GreaterThan,90,None,0,None,0,None,0,None,0,None,0,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1466,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
24,-1,Chapmon,Chapmon,Chapmon,FALSE,InTraining,11,1,None,None,Water,0t-1,0,None,None,0,None,0,None,0,None,0,None,0,None,0,None,FALSE,15,8,Night,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,None,0,100;100,FALSE,Bounce:None,Foam Shower:None,Bubble:None,40t60,-1:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,None,0,GreaterThan,45,GreaterThan,44,None,0,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,0,0,0,25,0,-25,0,0,0,Dairy,Morning,None,16,10,3,1,1467,30,25,2,2,8,64,-1,-1,0,FALSE,FALSE,0,0,-25,25,Grain,Night,None,None,TRUE,60,0.9,-1
25,-1,Goburimon,Goburimon,Goburimon,FALSE,Rookie,22,1,Virus,NightmareSoldier,Fire,0t-1,0,None,None,0,None,0,None,0,None,0,GreaterThan,20,None,0,None,FALSE,20,10,None,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,LessThan,6,100;100,FALSE,Goburi Bomb:Counter:AttackVirus,Goburi Rush:DisableEffect:HalfPlayerHealth,Goburi Strike:None,40t60,-1:-1:96,None,None,0,0,None,0,None,None,0,None,0,GreaterThan,5,None,0,None,0,GreaterThan,45,None,0,GreaterThan,40,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,25,0,-25,0,0,-25,25,-25,0,25,Meat,Night,Virus,24,12,3,1,-1,60,50,1,1,1,64,-1,-1,0,FALSE,TRUE,0,0,0,0,Veg,Noon,Vaccine,None,TRUE,60,1,-1
26,-1,SnowAgumon,SnowAgumon,SnowAgumon,FALSE,Rookie,55,0,Vaccine,DeepSaver,Ice,0t-1,0,None,GreaterThan,20,None,0,None,0,None,0,None,0,None,0,None,FALSE,24,10,Morning,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,LessThan,6,100;100,FALSE,Little Blizzard:None,Ice Chomp:AttackUp:AttackData,White Hail:DisableAttack:AttackVaccine,30t50,91:-1:-1,None,None,0,0,None,0,None,None,0,None,0,GreaterThan,5,None,0,GreaterThan,85,GreaterThan,5,None,0,None,0,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,0,25,0,0,25,0,-25,25,-25,0,Fish,Morning,Vaccine,24,12,3,1,-1,60,50,1,1,1,64,-1,-1,0,FALSE,TRUE,0,-25,0,0,Junk,Night,Data,None,TRUE,60,1,-1
27,-1,Bakumon,Bakumon,Bakumon,FALSE,Rookie,110,0,Vaccine,NightmareSoldier,Dark,0t-1,0,None,GreaterThan,20,None,0,None,0,None,0,None,0,None,0,None,FALSE,20,10,Night,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,LessThan,6,100;100,FALSE,Virus Delete:None,Walking Dream:DefenseUp:PlayerFirst,Nightmare Syndrome:DisableEffect:AttackVaccine,40t60,51:-1:-1,None,None,0,0,None,0,None,None,0,None,0,None,0,GreaterThan,5,GreaterThan,5,GreaterThan,40,None,0,None,0,GreaterThan,40,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,25,0,-25,0,0,-25,25,25,-25,0,Meat,Night,Vaccine,24,12,3,1,-1,60,50,1,1,1,64,-1,-1,0,FALSE,TRUE,0,0,0,0,Veg,Noon,Data,None,TRUE,60,1,-1
28,-1,Gotsumon,Gotsumon,Gotsumon,FALSE,Rookie,55,1,Data,NatureSpirit,Earth,0t-1,0,None,None,0,None,0,GreaterThan,23,None,0,None,0,None,0,Over,FALSE,25,8,None,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,LessThan,5,100;100,FALSE,Wild Strike:DefenseUp:ForcePlayerSecond,Rock Fist:None,Earth Shaker:DisableEffect:HalfPlayerHealth,40t60,-1:22:-1,None,None,0,0,None,0,None,None,0,GreaterThan,5,None,0,None,0,None,0,None,0,None,0,GreaterThan,85,None,0,GreaterThan,5,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,-25,0,25,0,0,25,-25,0,25,-25,Veg,Noon,Data,24,12,3,1,-1,60,50,1,1,1,64,-1,-1,0,FALSE,TRUE,0,0,0,0,Meat,Night,Virus,None,TRUE,60,1,-1
29,-1,Agumon,Agumon,Agumon,FALSE,Rookie,66,0,Vaccine,NatureSpirit,Fire,0t-1,0,None,GreaterThan,33,None,0,None,0,None,0,None,0,None,0,None,FALSE,20,10,None,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,EqualTo,0,100;100,FALSE,Baby Flame:None,Sharp Claws:Counter:AttackVirus,Spitfire:Weaken:AttackVaccine,40t60,10:-1:-1,None,None,0,0,None,0,None,GreaterThan,5,None,0,GreaterThan,40,None,0,None,0,None,0,None,0,GreaterThan,45,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,25,0,-25,0,25,0,-25,25,-25,0,Meat,Morning,Vaccine,24,12,3,1,-1,60,50,1,1,1,64,-1,-1,3,FALSE,TRUE,0,0,0,0,Veg,Night,Data,None,TRUE,60,1,-1
30,-1,Candlemon,Candlemon,Candlemon,FALSE,Rookie,0,1,Data,NightmareSoldier,Fire,0t-1,0,None,None,0,None,0,GreaterThan,22,None,0,GreaterThan,0,None,0,None,FALSE,17,8,None,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,LessThan,5,100;100,FALSE,Karmic Flame:DisableEffect:ForcePlayerSecond,Bonfire:None,Melt Wax:Counter:AttackData,70t90,-1:64:-1,None,None,0,0,None,0,None,None,0,None,0,GreaterThan,45,None,0,None,0,GreaterThan,40,None,0,None,0,GreaterThan,5,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,25,0,-25,0,0,-25,25,0,25,-25,Meat,Night,Data,24,12,3,1,-1,60,50,1,1,1,64,-1,-1,0,FALSE,TRUE,0,0,0,0,Veg,Noon,Virus,None,TRUE,60,1,-1
31,-1,Patamon,Patamon,Patamon,FALSE,Rookie,99,0,Data,NatureSpirit,Wind,0t-1,0,None,GreaterThan,0,None,0,GreaterThan,33,None,0,None,0,None,0,None,FALSE,16,8,None,None,0,None,0,None,0,None,0,-1,None,None,0,None,0,None,0,EqualTo,0,100;100,FALSE,Air Slam:DefenseUp:AttackData,Boom Bubble:None,Aero Slash:DisableEffect:LowerPlayerHealth,40t60,-1:66:-1,None,None,0,0,None,0,None,GreaterThan,5,None,0,None,0,None,0,None,0,None,0,GreaterThan,45,GreaterThan,40,None,0,None,0,0,0,0,0,0,-1,TRUE,FALSE,FALSE,TRUE,TRUE,-25,0,0,25,0,25,-25,0,25,-25,Fruit,Noon,Data,24,12,3,1,-1,60,50,1,1,1,64,-1,-1,0,FALSE,TRUE,0,0,0,0,Meat,Night,Virus,None,TRUE,60,1,-1
